Image,T1,T2,T3,T4,T5,T6 (Total Avg Time)
00066,0.002009868621826172,0.0029888153076171875,0.4680347442626953,0.0,0.11003518104553223,0.5830686092376709
00067,0.0009975433349609375,0.0030019283294677734,0.47498416900634766,0.0,0.1244194507598877,0.6034030914306641
00068,0.003004312515258789,0.0049970149993896484,0.4830055236816406,0.0,0.11498737335205078,0.6059942245483398
00069,0.0020112991333007812,0.004988670349121094,0.4750235080718994,0.0,0.10702800750732422,0.5890514850616455
00070,0.0010106563568115234,0.0029878616333007812,0.46135616302490234,0.0,0.12106060981750488,0.5864152908325195
00071,0.002002716064453125,0.0019927024841308594,0.495729923248291,0.0,0.10901689529418945,0.6087422370910645
00072,0.001993894577026367,0.0029964447021484375,0.4697279930114746,0.0009999275207519531,0.11201238632202148,0.5877306461334229
00073,0.003988027572631836,0.0020318031311035156,0.48796916007995605,0.0,0.11306238174438477,0.6070513725280762
00074,0.0009775161743164062,0.0030112266540527344,0.4637434482574463,0.0,0.1060488224029541,0.5737810134887695
00075,0.002003908157348633,0.009004831314086914,0.5087285041809082,0.0,0.11905074119567871,0.6387879848480225
00076,0.0009999275207519531,0.002994537353515625,0.4740736484527588,0.0,0.1229860782623291,0.6010541915893555
00077,0.003998517990112305,0.0019981861114501953,0.4490342140197754,0.0,0.12098813056945801,0.5760190486907959
00078,0.0010068416595458984,0.002993345260620117,0.47731614112854004,0.0,0.10703301429748535,0.5883493423461914
00079,0.003995656967163086,0.0020036697387695312,0.5049405097961426,0.0,0.13199543952941895,0.6429352760314941
00080,0.0030040740966796875,0.0040242671966552734,0.4529545307159424,0.0,0.11600518226623535,0.5759880542755127
00081,0.0029730796813964844,0.004996776580810547,0.46744465827941895,0.0,0.11399102210998535,0.5894055366516113
00082,0.0009965896606445312,0.0029954910278320312,0.482022762298584,0.0,0.10899519920349121,0.5950100421905518
00083,0.0009839534759521484,0.0019843578338623047,0.4687306880950928,0.0,0.11504650115966797,0.5867455005645752
00084,0.0019757747650146484,0.0019943714141845703,0.46498680114746094,0.0,0.10497164726257324,0.5739285945892334
00085,0.0019965171813964844,0.005994319915771484,0.49205660820007324,0.0,0.11303329467773438,0.6130807399749756
00086,0.0010006427764892578,0.004000425338745117,0.479020357131958,0.0,0.10897421836853027,0.5929956436157227
00087,0.0029790401458740234,0.0069997310638427734,0.46701836585998535,0.0,0.10898613929748535,0.5859832763671875
00088,0.0019965171813964844,0.0029921531677246094,0.4485161304473877,0.0,0.10798168182373047,0.5614864826202393
00089,0.001985788345336914,0.0029909610748291016,0.4699978828430176,0.0,0.12098073959350586,0.5959553718566895
00090,0.0009779930114746094,0.0029859542846679688,0.4646799564361572,0.0,0.11903071403503418,0.587674617767334
00091,0.003971099853515625,0.001996278762817383,0.45498037338256836,0.0,0.1130073070526123,0.5739550590515137
00092,0.003999233245849609,0.006001949310302734,0.4649848937988281,0.0,0.12153244018554688,0.5965185165405273
00093,0.0029952526092529297,0.0030374526977539062,0.4619615077972412,0.0,0.11699938774108887,0.5849936008453369
00094,0.0010025501251220703,0.003025531768798828,0.4779694080352783,0.0,0.10976052284240723,0.5917580127716064
00095,0.001981019973754883,0.003000020980834961,0.4588127136230469,0.0009996891021728516,0.10599470138549805,0.5707881450653076
00096,0.002003192901611328,0.0029938220977783203,0.5025753974914551,0.0,0.11800193786621094,0.6255743503570557
00097,0.0029740333557128906,0.0059986114501953125,0.4540276527404785,0.0,0.10802531242370605,0.5710256099700928
00098,0.0029931068420410156,0.003997802734375,0.4480092525482178,0.0,0.1030421257019043,0.5580422878265381
00099,0.0030150413513183594,0.011015892028808594,0.4850306510925293,0.0,0.10997724533081055,0.6090388298034668
00100,0.0010035037994384766,0.0029938220977783203,0.47303175926208496,0.0,0.12102794647216797,0.5980570316314697
00101,0.003968954086303711,0.0040323734283447266,0.49001264572143555,0.0,0.1119987964630127,0.6100127696990967
00102,0.00099945068359375,0.002997159957885742,0.5082376003265381,0.0,0.10698437690734863,0.6192185878753662
00103,0.0030069351196289062,0.002994060516357422,0.45982789993286133,0.0,0.11602020263671875,0.5818490982055664
00104,0.003986358642578125,0.0050280094146728516,0.4678175449371338,0.0010154247283935547,0.12900328636169434,0.6068506240844727
00105,0.0010046958923339844,0.0029993057250976562,0.46602940559387207,0.0,0.11398959159851074,0.5840229988098145
00106,0.0039958953857421875,0.008009195327758789,0.4929990768432617,0.0,0.11604905128479004,0.6210532188415527
00107,0.0010080337524414062,0.0029909610748291016,0.48858094215393066,0.0,0.134629487991333,0.6272094249725342
00108,0.0009975433349609375,0.0029964447021484375,0.4850170612335205,0.0,0.12910985946655273,0.6181209087371826
00109,0.00400233268737793,0.004998445510864258,0.4580247402191162,0.0,0.11602997779846191,0.5830554962158203
00110,0.003984689712524414,0.006033658981323242,0.47597575187683105,0.0,0.10800337791442871,0.5939974784851074
00111,0.0009801387786865234,0.0039920806884765625,0.5229756832122803,0.0009932518005371094,0.10801267623901367,0.6369538307189941
00112,0.001981019973754883,0.003021240234375,0.4859645366668701,0.0010006427764892578,0.1110086441040039,0.6029760837554932
00113,0.003994464874267578,0.006999969482421875,0.47820043563842773,0.0,0.11400628089904785,0.603201150894165
00114,0.0010106563568115234,0.00299072265625,0.4805891513824463,0.0,0.11198019981384277,0.5965707302093506
00115,0.0020122528076171875,0.0019991397857666016,0.5007669925689697,0.0,0.11552000045776367,0.6202983856201172
00116,0.0059661865234375,0.007001638412475586,0.5015678405761719,0.0,0.11272120475769043,0.6272568702697754
00117,0.0010042190551757812,0.0029916763305664062,0.4649834632873535,0.0,0.11502766609191895,0.5840070247650146
00118,0.0039823055267333984,0.0060045719146728516,0.4838674068450928,0.0,0.1156928539276123,0.6095471382141113
00119,0.0019884109497070312,0.0029942989349365234,0.4604671001434326,0.0,0.11000728607177734,0.5754570960998535
00120,0.002000093460083008,0.0029904842376708984,0.48195409774780273,0.0,0.11303472518920898,0.5999794006347656
00121,0.0020151138305664062,0.003018617630004883,0.5089709758758545,0.0,0.12334442138671875,0.6373491287231445
00122,0.002984285354614258,0.005031585693359375,0.4969911575317383,0.0,0.11501955986022949,0.6200265884399414
00123,0.0029952526092529297,0.004000663757324219,0.4899766445159912,0.0009984970092773438,0.11202740669250488,0.6099984645843506
00124,0.0009999275207519531,0.0029973983764648438,0.4628760814666748,0.0,0.10300827026367188,0.5698816776275635
00125,0.0029726028442382812,0.004996776580810547,0.4805476665496826,0.0,0.1280519962310791,0.6165690422058105
00126,0.0010025501251220703,0.0039937496185302734,0.4800224304199219,0.0,0.10603857040405273,0.591057300567627
00127,0.0010085105895996094,0.003988981246948242,0.510021448135376,0.000997781753540039,0.11397933959960938,0.6299960613250732
00128,0.0049974918365478516,0.007966041564941406,0.4820859432220459,0.0,0.11700677871704102,0.6120562553405762
00129,0.0,0.0029916763305664062,0.12323474884033203,0.0,0.026003122329711914,0.15222954750061035
00130,0.0009951591491699219,0.0009980201721191406,0.12800145149230957,0.0,0.02603769302368164,0.15603232383728027
00131,0.0009922981262207031,0.0,0.11602783203125,0.0,0.023000001907348633,0.14002013206481934
00132,0.002988576889038086,0.0040132999420166016,0.4891173839569092,0.0,0.12201285362243652,0.6181321144104004
00133,0.0039997100830078125,0.005003452301025391,0.477977991104126,0.0,0.1080617904663086,0.5950429439544678
00134,0.0030002593994140625,0.0040056705474853516,0.44301867485046387,0.0,0.11273789405822754,0.5627624988555908
00135,0.0010004043579101562,0.002995729446411133,0.4620082378387451,0.0,0.11069273948669434,0.5766971111297607
00136,0.0009496212005615234,0.002995729446411133,0.4656546115875244,0.000990152359008789,0.11401677131652832,0.5846068859100342
00137,0.0010058879852294922,0.0040285587310791016,0.47357606887817383,0.001005411148071289,0.10685586929321289,0.5864717960357666
00138,0.0029714107513427734,0.0069959163665771484,0.46596407890319824,0.0,0.10500073432922363,0.5809321403503418
00139,0.0009984970092773438,0.003005504608154297,0.46696925163269043,0.0,0.10500860214233398,0.575981855392456
00140,0.0039904117584228516,0.002001523971557617,0.46666526794433594,0.0,0.10797500610351562,0.580632209777832
00141,0.0020036697387695312,0.0029952526092529297,0.4739670753479004,0.0,0.10813331604003906,0.5870993137359619
00142,0.002975940704345703,0.0060193538665771484,0.48398375511169434,0.0,0.10499978065490723,0.5979788303375244
00143,0.0009770393371582031,0.0029935836791992188,0.4604508876800537,0.0,0.11098909378051758,0.5754106044769287
00144,0.0020132064819335938,0.009985208511352539,0.4771912097930908,0.0,0.11201143264770508,0.601201057434082
00145,0.003993034362792969,0.005998134613037109,0.46301913261413574,0.0010004043579101562,0.10803914070129395,0.5820498466491699
00146,0.0029790401458740234,0.0030176639556884766,0.4509904384613037,0.0,0.11102080345153809,0.5680079460144043
00147,0.0019822120666503906,0.0029866695404052734,0.4869987964630127,0.0,0.11603403091430664,0.608001708984375
00148,0.0009946823120117188,0.002989530563354492,0.47316694259643555,0.0,0.1324141025543213,0.609565258026123
00149,0.0010056495666503906,0.0019965171813964844,0.24199986457824707,0.0,0.06104469299316406,0.306046724319458
00150,0.0,0.0020012855529785156,0.23000597953796387,0.0,0.05100274085998535,0.28301000595092773
00151,0.0009832382202148438,0.0019969940185546875,0.23299384117126465,0.0,0.06299996376037598,0.29897403717041016
00152,0.0,0.0017611980438232422,0.24402594566345215,0.0,0.05297517776489258,0.29876232147216797
00153,0.0019903182983398438,0.0029954910278320312,0.47977519035339355,0.0,0.12498998641967773,0.6097509860992432
00154,0.000993967056274414,0.0020046234130859375,0.47325921058654785,0.0010027885437011719,0.10601305961608887,0.5832736492156982
00155,0.0010120868682861328,0.0029892921447753906,0.4689960479736328,0.0010008811950683594,0.11105728149414062,0.5850555896759033
00156,0.0020046234130859375,0.003002166748046875,0.4460177421569824,0.0010004043579101562,0.10697770118713379,0.5590026378631592
00157,0.0010037422180175781,0.00553584098815918,0.492861270904541,0.0,0.11402225494384766,0.6134231090545654
00158,0.002002716064453125,0.0019867420196533203,0.4749939441680908,0.0,0.11006593704223633,0.5890493392944336
00159,0.001982450485229492,0.001992464065551758,0.4872274398803711,0.0,0.10602545738220215,0.5972278118133545
00160,0.001007080078125,0.0029878616333007812,0.49098849296569824,0.0,0.1040647029876709,0.5990481376647949
00161,0.0010008811950683594,0.0039937496185302734,0.4920017719268799,0.0009982585906982422,0.11666989326477051,0.6146645545959473
00162,0.0020074844360351562,0.0039827823638916016,0.506000280380249,0.0,0.13101840019226074,0.6430089473724365
00163,0.000982046127319336,0.002992868423461914,0.47899723052978516,0.0010023117065429688,0.11005783081054688,0.5940322875976562
00164,0.0029878616333007812,0.006000518798828125,0.46700429916381836,0.0,0.11602640151977539,0.5920190811157227
00165,0.0009913444519042969,0.002986907958984375,0.45207977294921875,0.0,0.10920906066894531,0.5652670860290527
00166,0.0030024051666259766,0.005020856857299805,0.4679737091064453,0.0,0.10901951789855957,0.5850164890289307
00167,0.0009984970092773438,0.004001140594482422,0.4747965335845947,0.0,0.11502408981323242,0.5948202610015869
00168,0.0029799938201904297,0.0070188045501708984,0.4869999885559082,0.0,0.10703492164611816,0.6040337085723877
00169,0.001008749008178711,0.0029871463775634766,0.47096729278564453,0.0,0.11601662635803223,0.590979814529419
00170,0.0020055770874023438,0.009994029998779297,0.4550199508666992,0.0,0.1040339469909668,0.5710535049438477
00171,0.0029969215393066406,0.0020008087158203125,0.462998628616333,0.0,0.1070253849029541,0.5750217437744141
00172,0.0009968280792236328,0.008996248245239258,0.4799020290374756,0.0,0.10997676849365234,0.5998718738555908
00173,0.0020046234130859375,0.0019872188568115234,0.4735143184661865,0.0,0.11705636978149414,0.5945625305175781
00174,0.003990650177001953,0.005999326705932617,0.46397900581359863,0.0,0.12799954414367676,0.60196852684021
00175,0.001003265380859375,0.0019974708557128906,0.09302282333374023,0.0,0.017999649047851562,0.11402320861816406
00176,0.0,0.0009744167327880859,0.08802437782287598,0.0,0.01900029182434082,0.10799908638000488
00177,0.0010008811950683594,0.0,0.0889580249786377,0.0,0.019002437591552734,0.10896134376525879
00178,0.000988006591796875,0.0,0.17200565338134766,0.0,0.018019914627075195,0.19101357460021973
00179,0.0,0.000990152359008789,0.08303046226501465,0.0,0.01900005340576172,0.10302066802978516
00180,0.0009829998016357422,0.003014802932739258,0.5129783153533936,0.0,0.14205527305603027,0.6590313911437988
00181,0.0019915103912353516,0.002993345260620117,0.48322033882141113,0.0,0.1120147705078125,0.6002199649810791
00182,0.0010006427764892578,0.007001638412475586,0.5117008686065674,0.0,0.11506032943725586,0.6347634792327881
00183,0.0020151138305664062,0.0029900074005126953,0.4780752658843994,0.0,0.10898542404174805,0.5920658111572266
00184,0.000986337661743164,0.0029973983764648438,0.46096253395080566,0.0,0.11001873016357422,0.5749650001525879
00185,0.0009815692901611328,0.00402069091796875,0.46900153160095215,0.0,0.11764955520629883,0.5916533470153809
00186,0.0009949207305908203,0.0030028820037841797,0.07602810859680176,0.0,0.01699995994567871,0.09702587127685547
00187,0.0009844303131103516,0.0,0.07001566886901855,0.0,0.016996145248413086,0.08799624443054199
00188,0.001008749008178711,0.0,0.07499146461486816,0.0,0.01700615882873535,0.09300637245178223
00189,0.0010006427764892578,0.0,0.07499504089355469,0.0,0.018026113510131836,0.09402179718017578
00190,0.0009837150573730469,0.004019021987915039,0.4793713092803955,0.0,0.11504054069519043,0.599414587020874
00191,0.001005411148071289,0.0040247440338134766,0.4984605312347412,0.0010035037994384766,0.12199187278747559,0.62648606300354
00192,0.001986980438232422,0.00801539421081543,0.46897196769714355,0.0,0.10900497436523438,0.5879793167114258
00193,0.0010085105895996094,0.003995418548583984,0.4767782688140869,0.0,0.10797333717346191,0.5897555351257324
00194,0.0009932518005371094,0.003994464874267578,0.48296427726745605,0.0,0.10606741905212402,0.5940194129943848
00195,0.002003908157348633,0.003993988037109375,0.4570019245147705,0.0,0.10902237892150879,0.5720221996307373
00196,0.003004789352416992,0.0029876232147216797,0.47899293899536133,0.0,0.11301851272583008,0.5980038642883301
00197,0.002986907958984375,0.005991458892822266,0.465015172958374,0.0,0.11002945899963379,0.5840229988098145
00198,0.003003358840942383,0.003997802734375,0.4801046848297119,0.0,0.11298680305480957,0.6000926494598389
00199,0.0029969215393066406,0.003999471664428711,0.4739978313446045,0.0,0.11501717567443848,0.5960114002227783
00200,0.0019905567169189453,0.002000570297241211,0.4961354732513428,0.0,0.11505436897277832,0.6151809692382812
00201,0.0010073184967041016,0.0029954910278320312,0.46799659729003906,0.0,0.11800813674926758,0.5900075435638428
00202,0.002999544143676758,0.0029993057250976562,0.46123218536376953,0.0,0.11302351951599121,0.5802545547485352
00203,0.0019998550415039062,0.0029947757720947266,0.48075342178344727,0.0,0.11406707763671875,0.5998151302337646
00204,0.0020017623901367188,0.00699615478515625,0.47940802574157715,0.0,0.11800193786621094,0.606407880783081
00205,0.0019953250885009766,0.001973390579223633,0.4699554443359375,0.0,0.1170346736907959,0.590958833694458
00206,0.003996133804321289,0.0040051937103271484,0.4623267650604248,0.0,0.11198735237121582,0.5823154449462891
00207,0.0009777545928955078,0.0029921531677246094,0.46677422523498535,0.0,0.12700676918029785,0.5977509021759033
00208,0.003995180130004883,0.002012014389038086,0.47561097145080566,0.0,0.10903668403625488,0.5906548500061035
00209,0.005002737045288086,0.006024837493896484,0.4720017910003662,0.0,0.11005997657775879,0.5930893421173096
00210,0.000986337661743164,0.0030193328857421875,0.4859776496887207,0.0,0.11003661155700684,0.6000199317932129
00211,0.0009992122650146484,0.003991365432739258,0.48102331161499023,0.0010008811950683594,0.12601494789123535,0.6130297183990479
00212,0.0020020008087158203,0.002994060516357422,0.4820280075073242,0.0,0.10803842544555664,0.5950624942779541
00213,0.0020036697387695312,0.001996278762817383,0.4828648567199707,0.0,0.11388397216796875,0.6007487773895264
00214,0.0020084381103515625,0.006989955902099609,0.46602439880371094,0.0,0.11956644058227539,0.5945892333984375
00215,0.0020012855529785156,0.002995014190673828,0.46900177001953125,0.0,0.13002300262451172,0.6040210723876953
00216,0.002015829086303711,0.006005764007568359,0.47800350189208984,0.0,0.11603307723999023,0.6020581722259521
00217,0.000993490219116211,0.003996610641479492,0.48799896240234375,0.0,0.10898447036743164,0.6019735336303711
00218,0.000972747802734375,0.003004789352416992,0.5112013816833496,0.0,0.12699198722839355,0.6421709060668945
00219,0.0009746551513671875,0.002991199493408203,0.4618818759918213,0.0,0.11883091926574707,0.5846786499023438
00220,0.004967927932739258,0.003002166748046875,0.4799923896789551,0.0,0.11802291870117188,0.6059854030609131
00221,0.0029909610748291016,0.004029273986816406,0.46205592155456543,0.0,0.10997629165649414,0.5790524482727051
00222,0.00399017333984375,0.004002094268798828,0.4860208034515381,0.0,0.11698174476623535,0.610994815826416
00223,0.001984834671020508,0.0050199031829833984,0.4676084518432617,0.0010008811950683594,0.1080172061920166,0.5836312770843506
00224,0.0009758472442626953,0.0039899349212646484,0.4709513187408447,0.0,0.11237406730651855,0.5882911682128906
00225,0.0019845962524414062,0.0030193328857421875,0.4879763126373291,0.0,0.10901689529418945,0.6019971370697021
00226,0.0010025501251220703,0.002994537353515625,0.47656869888305664,0.0,0.11805462837219238,0.5986204147338867
00227,0.0009822845458984375,0.003020763397216797,0.4935734272003174,0.0,0.11697793006896973,0.6145544052124023
00228,0.003974437713623047,0.005004167556762695,0.4779949188232422,0.0,0.11300420761108398,0.5999777317047119
00229,0.0010030269622802734,0.003994941711425781,0.49779796600341797,0.0,0.1129913330078125,0.6157872676849365
00230,0.001007080078125,0.002988100051879883,0.45977330207824707,0.0,0.10598444938659668,0.5697529315948486
00231,0.0019969940185546875,0.0039997100830078125,0.45702362060546875,0.0010004043579101562,0.11003422737121582,0.5740549564361572
00232,0.001995563507080078,0.0030002593994140625,0.47899746894836426,0.0,0.13402628898620605,0.6180195808410645
00233,0.002979278564453125,0.005022764205932617,0.4695160388946533,0.0,0.11705279350280762,0.5945708751678467
00234,0.0030028820037841797,0.004999399185180664,0.48600053787231445,0.0,0.12006640434265137,0.6140692234039307
00235,0.0039784908294677734,0.006002902984619141,0.5064420700073242,0.0,0.11368083953857422,0.6301043033599854
00236,0.0019845962524414062,0.002020120620727539,0.5259966850280762,0.0,0.1189873218536377,0.6489887237548828
00237,0.000978231430053711,0.003002166748046875,0.46947646141052246,0.0,0.11501002311706543,0.5884668827056885
00238,0.0009846687316894531,0.003996133804321289,0.4760475158691406,0.0,0.10706400871276855,0.5880923271179199
00239,0.0020089149475097656,0.0029938220977783203,0.47994208335876465,0.0,0.11300420761108398,0.5979490280151367
00240,0.0029790401458740234,0.0060269832611083984,0.5162479877471924,0.0009999275207519531,0.10803604125976562,0.6342899799346924
00241,0.0010182857513427734,0.002982616424560547,0.4859600067138672,0.0,0.10900354385375977,0.5989644527435303
00242,0.0020096302032470703,0.0019893646240234375,0.46976280212402344,0.0,0.10203409194946289,0.5757958889007568
00243,0.0039865970611572266,0.007999658584594727,0.4669945240020752,0.0,0.10504841804504395,0.5840291976928711
00244,0.001981019973754883,0.0030012130737304688,0.48200082778930664,0.0,0.11702084541320801,0.60400390625
00245,0.0019969940185546875,0.00500178337097168,0.21499180793762207,0.0,0.0460362434387207,0.26802682876586914
00246,0.0010030269622802734,0.0009930133819580078,0.21000385284423828,0.0,0.05301380157470703,0.2650136947631836
00247,0.0009930133819580078,0.001001119613647461,0.1979844570159912,0.0,0.045057058334350586,0.24503564834594727
00248,0.001978158950805664,0.0020232200622558594,0.17901921272277832,0.0,0.04097628593444824,0.22399687767028809
00249,0.0020203590393066406,0.0029795169830322266,0.5153293609619141,0.0,0.11800432205200195,0.6383335590362549
00250,0.0019795894622802734,0.002991914749145508,0.4810171127319336,0.0,0.10703063011169434,0.5930192470550537
00251,0.0009794235229492188,0.0039904117584228516,0.4900176525115967,0.0,0.11002683639526367,0.6050143241882324
00252,0.0009827613830566406,0.006021738052368164,0.4679889678955078,0.0,0.10997486114501953,0.5849683284759521
00253,0.0030024051666259766,0.002001047134399414,0.47502708435058594,0.0,0.11403369903564453,0.5940642356872559
00254,0.003997325897216797,0.005997419357299805,0.5464088916778564,0.0,0.10760498046875,0.664008617401123
00255,0.002001047134399414,0.0029897689819335938,0.4822733402252197,0.0,0.10797619819641113,0.5952403545379639
00256,0.00400090217590332,0.006005287170410156,0.46999478340148926,0.0,0.11206579208374023,0.592066764831543
00257,0.006009101867675781,0.005985260009765625,0.4687068462371826,0.0,0.11298465728759766,0.5936858654022217
00258,0.0009839534759521484,0.0030210018157958984,0.4569706916809082,0.0,0.10902190208435059,0.5699975490570068
00259,0.0019826889038085938,0.002998828887939453,0.4579753875732422,0.0,0.11201262474060059,0.5749695301055908
00260,0.002997159957885742,0.0060214996337890625,0.48555827140808105,0.0009999275207519531,0.10901665687561035,0.6045935153961182
