Image,T1,T2,T3,T4,T5,T6 (Total Avg Time)
00001,0.32701539993286133,0.004969596862792969,0.49199414253234863,0.0,0.1240386962890625,0.9480178356170654
00002,0.008975028991699219,0.004996776580810547,0.4570198059082031,0.0,0.11297965049743652,0.5839712619781494
00003,0.006994724273681641,0.0030012130737304688,0.45299530029296875,0.0009748935699462891,0.10504651069641113,0.5690126419067383
00004,0.0069866180419921875,0.005032539367675781,0.4849882125854492,0.0,0.11906313896179199,0.6160705089569092
00005,0.006005287170410156,0.002000093460083008,0.503486156463623,0.0,0.11500692367553711,0.6264984607696533
00006,0.0069653987884521484,0.002003192901611328,0.5020291805267334,0.000997304916381836,0.1159822940826416,0.6279773712158203
00007,0.006984233856201172,0.0030095577239990234,0.46065545082092285,0.0,0.12200021743774414,0.5926494598388672
00008,0.006968498229980469,0.0030333995819091797,0.4639606475830078,0.0,0.11301708221435547,0.5869796276092529
00009,0.00597691535949707,0.0029976367950439453,0.4760324954986572,0.0,0.1061556339263916,0.5911626815795898
00010,0.00600123405456543,0.0030090808868408203,0.48696041107177734,0.0,0.1289997100830078,0.6249704360961914
00011,0.008997917175292969,0.006999492645263672,0.46846556663513184,0.0,0.11005568504333496,0.5945186614990234
00012,0.006994485855102539,0.0030007362365722656,0.4732685089111328,0.0010018348693847656,0.1179816722869873,0.6022472381591797
00013,0.005971431732177734,0.003034830093383789,0.45696592330932617,0.0009999275207519531,0.12300419807434082,0.5899763107299805
00014,0.005998373031616211,0.002009153366088867,0.45898938179016113,0.0,0.11902427673339844,0.5860211849212646
00015,0.008975028991699219,0.0030412673950195312,0.49272799491882324,0.0,0.11797118186950684,0.6227154731750488
00016,0.008985757827758789,0.006000041961669922,0.44855284690856934,0.0,0.11003232002258301,0.573570966720581
00017,0.0059659481048583984,0.003004789352416992,0.4649951457977295,0.0,0.11521244049072266,0.5891783237457275
00018,0.006970405578613281,0.0060100555419921875,0.5339765548706055,0.0,0.11999273300170898,0.6669497489929199
00019,0.00500178337097168,0.003998756408691406,0.47119951248168945,0.0,0.10800743103027344,0.588207483291626
00020,0.008997678756713867,0.0020055770874023438,0.46642541885375977,0.0,0.10599899291992188,0.5834276676177979
00021,0.0069692134857177734,0.0030333995819091797,0.46518921852111816,0.0,0.10659170150756836,0.5817835330963135
00022,0.009995222091674805,0.0030128955841064453,0.45769691467285156,0.0,0.11002373695373535,0.5807287693023682
00023,0.006964445114135742,0.005006313323974609,0.46483898162841797,0.0010030269622802734,0.11301732063293457,0.5908300876617432
00024,0.008980035781860352,0.004994630813598633,0.45095157623291016,0.0,0.10702157020568848,0.5719478130340576
00025,0.006003141403198242,0.0030193328857421875,0.4589881896972656,0.000997304916381836,0.10802888870239258,0.5770368576049805
00026,0.006994962692260742,0.002999544143676758,0.4570274353027344,0.0,0.11097502708435059,0.5779969692230225
00027,0.00699162483215332,0.0030074119567871094,0.4830155372619629,0.0,0.12997984886169434,0.6229944229125977
00028,0.008001089096069336,0.004998683929443359,0.46502065658569336,0.0,0.11003494262695312,0.5880553722381592
00029,0.008976936340332031,0.0029959678649902344,0.47370362281799316,0.0,0.10604357719421387,0.5917201042175293
00030,0.007960796356201172,0.005013227462768555,0.47599029541015625,0.0,0.10899829864501953,0.5979626178741455
00031,0.007001161575317383,0.0019953250885009766,0.4469869136810303,0.0,0.10905599594116211,0.5650393962860107
00032,0.005992412567138672,0.002007007598876953,0.47998857498168945,0.0,0.11002278327941895,0.598010778427124
00033,0.00798344612121582,0.0029985904693603516,0.455564022064209,0.0,0.10805034637451172,0.5745964050292969
00034,0.00899362564086914,0.0030150413513183594,0.469022274017334,0.0010006427764892578,0.10800457000732422,0.590036153793335
00035,0.00899815559387207,0.005035877227783203,0.4602968692779541,0.0,0.11643528938293457,0.590766191482544
00036,0.009967327117919922,0.0050237178802490234,0.4559977054595947,0.0,0.11303329467773438,0.584022045135498
00037,0.006000995635986328,0.0030012130737304688,0.4855315685272217,0.0,0.11504411697387695,0.6095778942108154
