Image Index,T1 (Input Processing),T2 (Build Pyramids),T3 (Fuse Pyramids),T4 (Final Output),Total Time
1,0.2719088999874657,0.030554400000255555,0.005191900010686368,0.0005296999879647046,0.06595350000134204,0.37413839998771437
2,0.009859199999482371,0.0020062000112375244,8.55999969644472e-05,0.00016139999206643552,0.05940670000563841,0.07151910000538919
3,0.008619100000942126,0.0016019000031519681,9.139999747276306e-05,0.00016769999638199806,0.058518100006040186,0.06899820000398904
4,0.009220299994922243,0.0013372000103117898,7.709999044891447e-05,0.0001340000017080456,0.057212300001992844,0.06798089999938384
5,0.009811699987039901,0.00185500000952743,8.850000449456275e-05,0.0002052999916486442,0.059759700001450256,0.0717201999941608
6,0.008767100007389672,0.002098700002534315,0.00013929999840911478,0.00015619999612681568,0.05997489999572281,0.07113620000018273
7,0.009021100006066263,0.0016640999965602532,8.759999764151871e-05,0.00015110000094864517,0.05804540000099223,0.06896930000220891
8,0.008906899995054118,0.001799099991330877,0.00010710000060498714,0.00017670000670477748,0.054909099999349564,0.06589889999304432
9,0.008975299992016517,0.002016600003116764,7.219999679364264e-05,0.00013220000255387276,0.0635679999977583,0.0747642999922391
10,0.010124299995368347,0.0019333999953232706,7.190000906120986e-05,0.0001272999943466857,0.05908750000526197,0.07134439999936149
11,0.01193290000082925,0.0019372000097064301,0.00014629999350290745,0.000308899994706735,0.061821399998734705,0.07614669999748003
12,0.009831299990764819,0.0019601000094553456,7.88999896030873e-05,0.00013749999925494194,0.060040700001991354,0.07204849999106955
13,0.01975720000336878,0.0021932999952696264,0.00012940001033712178,0.00020549999317154288,0.061826599994674325,0.0841119999968214
14,0.010322000001906417,0.001928900004713796,0.0001348999940091744,0.00031119999766815454,0.05910230000154115,0.0717992999998387
15,0.009558000005199574,0.0014983000000938773,8.399999933317304e-05,0.00015019999409560114,0.06444109999574721,0.07573159999446943
16,0.009669099992606789,0.0021421999990707263,8.92000098247081e-05,0.0001272999943466857,0.059597700004815124,0.07162550000066403
17,0.00975050000124611,0.0016314999957103282,8.519999391864985e-05,0.0001604999997653067,0.05708660000527743,0.06871429999591783
18,0.00945040000078734,0.0017160999996121973,7.660000119358301e-05,0.00016769999638199806,0.05754359999264125,0.06895439999061637
19,0.00753320001240354,0.0016591999883530661,0.00010230000771116465,0.00016709999181330204,0.05694910000602249,0.06641090000630356
20,0.0075305999926058576,0.0012270000006537884,0.0001311999949393794,0.00023110001347959042,0.05634659998759162,0.06546649998927023
21,0.009372500004246831,0.001364399999147281,8.779999916441739e-05,0.00011629999789875001,0.055368500004988164,0.06630950000544544
22,0.007889100001193583,0.0015155000000959262,8.369999704882503e-05,0.00014709999959450215,0.05355219999910332,0.06318759999703616
23,0.007959599999594502,0.001738499995553866,7.530000584665686e-05,0.00012409999908413738,0.05423059999884572,0.06412809999892488
24,0.009740099994814955,0.0016229000029852614,7.999999797903001e-05,0.00015610000991728157,0.0593242999893846,0.07092339999508113
25,0.008194999987608753,0.0018511000089347363,0.00014770000416319817,0.0002601999876787886,0.05075540000689216,0.061209399995277636
26,0.008405700005823746,0.0012331000034464523,7.470000127796084e-05,0.00011909999011550099,0.055140800002845936,0.0649734000035096
27,0.009550899994792417,0.001560699995025061,0.00011400000948924571,0.00020319999021012336,0.053945899999234825,0.06537469998875167
28,0.008085599998594262,0.001320399998803623,7.259999983943999e-05,0.00016239999968092889,0.05454380001174286,0.06418480000866111
29,0.008346499991603196,0.0012241000076755881,5.94000011915341e-05,0.00013619998935610056,0.05114619999949355,0.060912399989319965
30,0.009183499991195276,0.0015236000035656616,6.289999873843044e-05,0.00010380000458098948,0.06450789999507833,0.07538169999315869
31,0.010978200007230043,0.001909500002511777,8.569999772589654e-05,0.00017630000365898013,0.06451079998805653,0.07766049999918323
32,0.009407799996552058,0.0013829000090481713,6.429999484680593e-05,0.00010710000060498714,0.054582400000072084,0.0655445000011241
33,0.008241700008511543,0.001958399996510707,8.510000770911574e-05,0.0001607999874977395,0.05440160000580363,0.06484760000603274
34,0.008011700003407896,0.0011939999967580661,6.459999713115394e-05,0.00010930000280495733,0.05334140000923071,0.06272100000933278
35,0.009176399995340034,0.0015386000013677403,7.490000280085951e-05,0.00017129999469034374,0.0536780000111321,0.06463920000533108
36,0.009416399989277124,0.0023210000072140247,7.090000144671649e-05,0.00010829999519046396,0.054642100003547966,0.0665586999966763
37,0.008236900001065806,0.0013474000006681308,7.300000288523734e-05,0.0001053000014508143,0.05116069999348838,0.06092329999955837
38,0.009253799988073297,0.001550800006953068,8.230000094044954e-05,0.00013800000306218863,0.05663159998948686,0.06765649998851586
39,0.007832000002963468,0.0011953999928664416,7.130000449251384e-05,0.00010730000212788582,0.050171599999885075,0.059377600002335384
40,0.008197200004360639,0.0014979999978095293,7.090000144671649e-05,0.00013169999874662608,0.0518889999948442,0.06178679999720771
41,0.008654499994008802,0.0013497000036295503,6.210000719875097e-05,0.00012369999603834003,0.053520899993600324,0.06371089999447577
42,0.007998399989446625,0.0018992000113939866,9.14999982342124e-05,0.0001396000006934628,0.058695999992778525,0.06882469999254681
43,0.009028000000398606,0.001269699991098605,5.9600002714432776e-05,0.00011079999967478216,0.053074900002684444,0.06354299999657087
44,0.008105500004603527,0.0013080000062473118,7.909999112598598e-05,0.00014519999967887998,0.05573079999885522,0.06536860000051092
45,0.008736600007978268,0.0015653000009479001,9.609998960513622e-05,0.00019869999960064888,0.0514887000026647,0.06208540000079665
46,0.009542700005113147,0.0014243000041460618,8.3099992480129e-05,0.00011870000162161887,0.052460599996265955,0.06362939999962691
47,0.00841930000751745,0.0014967000024626032,6.369999027810991e-05,0.00012070000229869038,0.05351110000628978,0.06361150000884663
48,0.008056000006035902,0.001440699998056516,6.579999171663076e-05,0.00018500001169741154,0.05800910000107251,0.06775660000857897
49,0.009264100008294918,0.0013373999972827733,7.449999975506216e-05,0.00012939999578520656,0.0563657000020612,0.06717110000317916
50,0.00759249999828171,0.001749599992763251,0.00010250000923406333,0.0001433999859727919,0.054109800010337494,0.06369779999658931
51,0.00811180000891909,0.0014193999959388748,6.86999992467463e-05,0.0001269000058528036,0.0631466999911936,0.07287350000115111
52,0.009224900000845082,0.0016736999968998134,8.820000221021473e-05,0.00014099999680183828,0.051374699993175454,0.0625024999899324
53,0.008716399999684654,0.0013435000000754371,5.950000195298344e-05,0.00010679999832063913,0.05416220000188332,0.06438840000191703
54,0.007856700001866557,0.001141099986853078,5.8900011936202645e-05,0.00010399999155197293,0.05708739999681711,0.06624809998902492
55,0.008550299986382015,0.0012443000014172867,6.720000237692147e-05,0.00010600000678095967,0.05400839999492746,0.06397619999188464
56,0.008345299997017719,0.0011596999975154176,5.919999966863543e-05,0.00011890000314451754,0.055088099994463846,0.06477119999181014
57,0.008652399992570281,0.0016776999982539564,0.00010130000009667128,0.00016150000737980008,0.056310499989194795,0.0669033999874955
58,0.010205900005530566,0.0014330999983940274,0.000106100007542409,0.00014369998825713992,0.05624650001118425,0.0681353000109084
59,0.008299900000565685,0.0012235999893164262,6.800000846851617e-05,0.00011529999028425664,0.0652783000114141,0.07498510000004899
60,0.009452400001464412,0.0012587000092025846,5.8599995099939406e-05,0.0001053000014508143,0.053917999990517274,0.06479299999773502
61,0.009124899996095337,0.0016964999958872795,9.169999975711107e-05,0.00012880000576842576,0.05536649998975918,0.06640839998726733
62,0.00863339999341406,0.0014889000012772158,7.970001024659723e-05,0.00013219998800195754,0.05543010000837967,0.0657643000013195
63,0.00925400000414811,0.0014577999972971156,7.080000068526715e-05,0.00012670000432990491,0.05656089998956304,0.06747019999602344
64,0.009018299999297597,0.0014056999934837222,7.010000990703702e-05,0.00012879999121651053,0.05492390001018066,0.06554680000408553
65,0.00885030000063125,0.0012992999982088804,6.480001320596784e-05,0.00010979999206028879,0.05336239999451209,0.06368659999861848
66,0.008973599993623793,0.0013376999995671213,7.12000037310645e-05,0.00011029999586753547,0.05337220001092646,0.06386500000371598
67,0.007887799991294742,0.0012244000099599361,5.9699988923966885e-05,0.00011670000094454736,0.05634520000603516,0.06563379999715835
68,0.009606199993868358,0.0015473000094061717,6.409999332390726e-05,0.000148899998748675,0.052085899995290674,0.06345239999063779
