Image,PSNR (dB),SSIM,Entropy,Edge Preservation (EPI),Correlation Coefficient (CC),NMI,GSSIM,RMSE,MAE
Pytorch_YCrCb_HYBRID_Fusion_00214.png,12.047,0.644,6.663,0.645,0.247,11.631,0.857,10.995,104.597
Pytorch_YCrCb_HYBRID_Fusion_00215.png,12.086,0.642,6.545,0.633,0.009,11.549,0.856,11.033,98.434
Pytorch_YCrCb_HYBRID_Fusion_00216.png,12.469,0.63,6.738,0.611,0.157,12.006,0.845,11.062,117.656
Pytorch_YCrCb_HYBRID_Fusion_00217.png,12.692,0.636,6.746,0.633,0.225,11.839,0.858,10.812,105.22
Pytorch_YCrCb_HYBRID_Fusion_00218.png,12.535,0.627,6.692,0.659,0.26,12.177,0.841,10.904,106.837
Pytorch_YCrCb_HYBRID_Fusion_00219.png,12.537,0.628,6.938,0.668,0.51,11.836,0.871,11.015,117.246
Pytorch_YCrCb_HYBRID_Fusion_00220.png,12.317,0.62,6.892,0.661,0.463,11.986,0.848,11.05,113.882
Pytorch_YCrCb_HYBRID_Fusion_00221.png,12.229,0.626,6.624,0.636,0.048,12.085,0.858,10.649,109.883
Pytorch_YCrCb_HYBRID_Fusion_00222.png,11.511,0.639,6.643,0.659,0.036,11.486,0.889,11.145,101.805
Pytorch_YCrCb_HYBRID_Fusion_00223.png,12.078,0.667,6.716,0.661,0.248,11.665,0.88,10.992,107.536
Pytorch_YCrCb_HYBRID_Fusion_00224.png,12.25,0.654,6.641,0.63,0.077,11.898,0.875,11.057,104.951
Pytorch_YCrCb_HYBRID_Fusion_00225.png,11.695,0.673,6.457,0.652,0.149,11.412,0.919,9.592,96.577
Pytorch_YCrCb_HYBRID_Fusion_00226.png,12.807,0.71,6.496,0.674,-0.034,11.44,0.863,10.916,97.382
Pytorch_YCrCb_HYBRID_Fusion_00227.png,12.95,0.687,6.545,0.658,0.139,11.912,0.858,10.904,99.97
Pytorch_YCrCb_HYBRID_Fusion_00228.png,12.828,0.656,6.756,0.642,0.29,12.011,0.845,11.162,101.674
Pytorch_YCrCb_HYBRID_Fusion_00229.png,13.128,0.661,6.803,0.667,0.154,12.118,0.819,10.114,95.564
Pytorch_YCrCb_HYBRID_Fusion_00230.png,12.947,0.664,6.694,0.676,0.235,11.849,0.841,9.608,90.308
Pytorch_YCrCb_HYBRID_Fusion_00231.png,12.595,0.637,6.776,0.663,0.271,11.905,0.851,10.306,96.265
Pytorch_YCrCb_HYBRID_Fusion_00232.png,13.098,0.669,6.632,0.637,0.22,12.048,0.853,10.429,96.726
Pytorch_YCrCb_HYBRID_Fusion_00233.png,13.003,0.687,6.444,0.641,0.244,11.558,0.862,10.678,95.95
Pytorch_YCrCb_HYBRID_Fusion_00234.png,12.979,0.691,6.48,0.647,0.152,11.557,0.85,10.365,90.792
Pytorch_YCrCb_HYBRID_Fusion_00235.png,12.983,0.639,6.794,0.651,0.395,11.84,0.86,10.417,110.813
Pytorch_YCrCb_HYBRID_Fusion_00236.png,14.66,0.619,7.184,0.692,0.735,13.1,0.792,10.111,110.553
Pytorch_YCrCb_HYBRID_Fusion_00237.png,16.534,0.702,7.277,0.676,0.91,12.531,0.847,10.368,115.575
Pytorch_YCrCb_HYBRID_Fusion_00238.png,16.85,0.738,6.317,0.615,0.524,11.962,0.83,10.58,40.151
Pytorch_YCrCb_HYBRID_Fusion_00239.png,21.078,0.895,6.54,0.753,0.839,11.519,0.935,9.213,145.243
Pytorch_YCrCb_HYBRID_Fusion_00240.png,13.007,0.68,6.667,0.678,0.25,11.218,0.862,9.289,89.585
Pytorch_YCrCb_HYBRID_Fusion_00241.png,12.712,0.697,6.627,0.682,0.246,11.118,0.866,9.005,96.421
Pytorch_YCrCb_HYBRID_Fusion_00242.png,11.637,0.637,6.7,0.661,0.369,11.376,0.881,11.192,102.858
Pytorch_YCrCb_HYBRID_Fusion_00243.png,12.274,0.653,6.61,0.652,0.384,11.304,0.88,10.246,105.581
Pytorch_YCrCb_HYBRID_Fusion_00244.png,10.609,0.603,6.608,0.627,0.117,12.495,0.858,10.733,111.196
Pytorch_YCrCb_HYBRID_Fusion_00245.png,18.541,0.789,6.317,0.676,0.469,11.783,0.819,9.973,123.328
Pytorch_YCrCb_HYBRID_Fusion_00246.png,20.249,0.802,6.148,0.621,0.693,11.224,0.781,9.725,48.1
Pytorch_YCrCb_HYBRID_Fusion_00247.png,17.084,0.782,6.248,0.657,0.628,11.837,0.783,9.973,54.091
Pytorch_YCrCb_HYBRID_Fusion_00248.png,11.535,0.689,6.289,0.766,0.35,12.321,0.868,10.62,113.357
Pytorch_YCrCb_HYBRID_Fusion_00249.png,11.903,0.594,6.702,0.624,-0.013,12.795,0.794,10.626,103.926
Pytorch_YCrCb_HYBRID_Fusion_00250.png,12.689,0.63,6.579,0.67,0.157,12.852,0.796,10.417,116.251
Pytorch_YCrCb_HYBRID_Fusion_00251.png,12.731,0.639,6.411,0.66,0.086,12.602,0.811,10.387,114.926
Pytorch_YCrCb_HYBRID_Fusion_00252.png,13.525,0.602,6.586,0.635,0.238,13.386,0.737,10.42,127.174
Pytorch_YCrCb_HYBRID_Fusion_00253.png,16.5,0.595,7.026,0.605,0.699,13.178,0.727,9.772,87.184
Pytorch_YCrCb_HYBRID_Fusion_00254.png,22.161,0.868,6.015,0.661,0.564,11.711,0.938,9.072,150.957
Pytorch_YCrCb_HYBRID_Fusion_00255.png,20.306,0.81,5.898,0.64,0.546,11.897,0.892,9.811,184.461
Pytorch_YCrCb_HYBRID_Fusion_00256.png,20.07,0.817,6.043,0.644,0.327,12.029,0.896,9.994,155.689
Pytorch_YCrCb_HYBRID_Fusion_00257.png,13.172,0.572,6.518,0.597,0.085,13.107,0.736,10.497,138.167
Pytorch_YCrCb_HYBRID_Fusion_00258.png,12.828,0.596,6.496,0.617,0.136,13.073,0.763,10.397,128.04
Pytorch_YCrCb_HYBRID_Fusion_00259.png,12.986,0.615,6.54,0.605,0.235,13.07,0.802,10.226,135.374
Pytorch_YCrCb_HYBRID_Fusion_00260.png,13.786,0.582,6.488,0.591,0.352,12.829,0.766,10.161,116.635
Pytorch_YCrCb_HYBRID_Fusion_00261.png,14.787,0.581,6.619,0.596,0.381,13.308,0.712,10.249,129.954
Pytorch_YCrCb_HYBRID_Fusion_00262.png,13.735,0.585,6.541,0.619,0.208,13.353,0.701,10.487,114.94
Pytorch_YCrCb_HYBRID_Fusion_00263.png,16.262,0.645,6.613,0.639,0.256,13.1,0.699,10.339,108.711
Pytorch_YCrCb_HYBRID_Fusion_00264.png,13.079,0.575,6.974,0.674,0.459,12.799,0.756,10.732,108.321
Pytorch_YCrCb_HYBRID_Fusion_00265.png,13.956,0.66,6.336,0.626,0.146,12.45,0.79,10.789,103.151
Pytorch_YCrCb_HYBRID_Fusion_00266.png,12.694,0.609,6.675,0.616,0.222,12.923,0.754,10.524,116.477
Pytorch_YCrCb_HYBRID_Fusion_00267.png,12.667,0.642,6.426,0.64,0.157,12.25,0.829,10.242,96.915
Pytorch_YCrCb_HYBRID_Fusion_00268.png,12.85,0.637,6.409,0.641,0.064,11.952,0.81,10.557,92.246
Pytorch_YCrCb_HYBRID_Fusion_00269.png,12.717,0.635,6.318,0.628,-0.076,11.904,0.836,10.672,91.981
Pytorch_YCrCb_HYBRID_Fusion_00270.png,12.774,0.625,6.538,0.634,0.105,12.01,0.799,10.382,91.566
Pytorch_YCrCb_HYBRID_Fusion_00271.png,12.077,0.627,6.52,0.654,0.188,12.685,0.851,10.507,97.723
Pytorch_YCrCb_HYBRID_Fusion_00272.png,12.437,0.606,6.738,0.648,0.067,12.296,0.827,10.286,96.69
Pytorch_YCrCb_HYBRID_Fusion_00273.png,12.589,0.57,6.893,0.64,0.154,13,0.771,10.499,117.914
Pytorch_YCrCb_HYBRID_Fusion_00274.png,13.247,0.563,7.142,0.657,0.473,12.841,0.748,10.299,111.411
Pytorch_YCrCb_HYBRID_Fusion_00275.png,13.831,0.592,7.192,0.632,0.561,13.126,0.733,10.259,117.187
Pytorch_YCrCb_HYBRID_Fusion_00276.png,13.422,0.575,6.981,0.623,0.427,12.998,0.723,10.234,112.036
Pytorch_YCrCb_HYBRID_Fusion_00277.png,12.695,0.592,6.906,0.68,0.307,12.416,0.83,10.354,99.658
Pytorch_YCrCb_HYBRID_Fusion_00278.png,12.341,0.613,6.669,0.639,0.273,12.261,0.844,10.671,109.299
Pytorch_YCrCb_HYBRID_Fusion_00279.png,12.922,0.576,6.96,0.613,0.343,12.935,0.773,10.496,128.868
Pytorch_YCrCb_HYBRID_Fusion_00280.png,13.683,0.665,6.568,0.652,0.216,12.441,0.861,10.259,91.941
Pytorch_YCrCb_HYBRID_Fusion_00281.png,13.055,0.606,6.669,0.656,0.225,12.524,0.822,10.657,115.153
Pytorch_YCrCb_HYBRID_Fusion_00282.png,13.29,0.581,6.841,0.619,0.306,12.91,0.797,10.6,118.672
Pytorch_YCrCb_HYBRID_Fusion_00283.png,17.058,0.637,6.637,0.615,0.59,13.191,0.812,9.661,128.351
Pytorch_YCrCb_HYBRID_Fusion_00284.png,12.276,0.571,6.632,0.637,0.158,12.406,0.782,10.598,111.841
Pytorch_YCrCb_HYBRID_Fusion_00285.png,11.722,0.598,6.65,0.657,0.141,12.503,0.828,10.85,106.158
Pytorch_YCrCb_HYBRID_Fusion_00286.png,12.045,0.564,6.47,0.653,-0.09,12.504,0.781,10.423,119.267
Pytorch_YCrCb_HYBRID_Fusion_00287.png,13.56,0.579,6.805,0.65,0.311,12.828,0.772,10.524,112.686
Pytorch_YCrCb_HYBRID_Fusion_00288.png,12.602,0.591,6.604,0.643,0.029,12.929,0.755,10.483,116.726
Pytorch_YCrCb_HYBRID_Fusion_00289.png,12.448,0.589,6.593,0.637,0.012,12.877,0.76,10.419,119.498
Pytorch_YCrCb_HYBRID_Fusion_00290.png,15.097,0.638,6.791,0.624,0.303,13.014,0.77,10.074,120.093
Pytorch_YCrCb_HYBRID_Fusion_00291.png,14.588,0.622,6.888,0.597,0.471,12.977,0.813,10.36,78.064
Pytorch_YCrCb_HYBRID_Fusion_00292.png,13.931,0.67,6.578,0.626,0.085,12.34,0.827,10.463,103.498
Pytorch_YCrCb_HYBRID_Fusion_00293.png,16.995,0.737,6.787,0.737,0.391,12.046,0.86,10.859,176.007
Pytorch_YCrCb_HYBRID_Fusion_00294.png,16.872,0.716,6.136,0.782,0.397,11.446,0.846,10.702,201.806
Pytorch_YCrCb_HYBRID_Fusion_00295.png,17.227,0.757,6.369,0.693,0.244,12.001,0.845,10.311,185.095
Pytorch_YCrCb_HYBRID_Fusion_00296.png,15.077,0.747,6.453,0.785,-0.202,11.636,0.847,9.999,177.227
Pytorch_YCrCb_HYBRID_Fusion_00297.png,15.297,0.732,6.373,0.732,-0.132,11.682,0.845,10.369,183.062
Pytorch_YCrCb_HYBRID_Fusion_00298.png,18.079,0.784,6.547,0.778,0.196,12.158,0.834,9.709,154.437
Pytorch_YCrCb_HYBRID_Fusion_00299.png,17.739,0.767,6.538,0.782,0.245,12.238,0.828,9.814,175.072
Pytorch_YCrCb_HYBRID_Fusion_00300.png,14.467,0.678,6.48,0.624,0.196,12.208,0.82,9.973,79.083
AVERAGE,15.75558333,0.710846667,6.55053,0.702393333,0.325833333,12.11227333,0.81186,10.03825,108.49641
